claim_id,claim,classification,label
217,Nigeria's current population exceeds 200 million.,Supported,Supported
218,52% of Nigeria’s current population lives in urban areas.,Supported,Supported
219,"For a cumulative 29 of Nigeria's 60 years of existence as a nation, it has been under military rule.’",Supported,Supported
220,Fuel in Nigeria in 2020 was not cheaper than that in Saudi Arabia.,Refuted,Not Enough Evidence
221,Nigeria’s urban population at the time of independence was approximately 7 million,Supported,Supported
222,"Today, Nigeria grapples with multiple challenges with a population exceeding 200 million.",Supported,Supported
223,Nigeria's petrol prices are lower than Saudi Arabia's.,Refuted,Not Enough Evidence
224,"At independence, Nigeria had a population of 45 million.",Supported,Supported
225,There was a 40% drop in oil prices in Nigeria in 2020.,Supported,Not Enough Evidence
226,Potential voter fraud in the 2020 U.S Presidential Election is caused by mail-in ballots being sent in error to previous tenants in Washington DC.,Refuted,Refuted
227,Hindus are a minority in Kerala.,Supported,Refuted
228,At independence in 1960  Nigeria had a population of 45 million.,Supported,Supported
229,"There was a 40% drop in the price of oil, Nigeria's main export.",Refuted,Not Enough Evidence
230,"Judith Collins said, on Donald Trump, ""actually, he's a damn sight better than any of the other Presidents that have been there before him, including those that you admire, Miss Arden,""",Refuted,Refuted
231,Nigeria’s urban population at independence was approximately 7 million.,Supported,Supported
232,"Uttar Pradesh Chief Minister Yogi Adityanath said ‘our job is to save cows, not women.’",Refuted,Refuted
233,There has been a 60% drop in government revenue.,Supported,Not Enough Evidence
234,Kamala Harris called Joe Biden Trash.,Refuted,Refuted
235,"In England You can get a £3,000 fine for not wearing a cloth over your face at the time of this claim.",Supported,Supported
236,"Covid 19 Will Go Away If You Stop Getting Tested, It's Just The Elderly Dying and People Are Being Intentionally Infected",Refuted,Refuted
237,"The alleged concerns of the United States over Cuba's cooperation, in this case about the ‘More Doctors’ program, are neither legitimate nor pertinent to be discussed at PAHO [Pan American Health Organization].",Supported,Not Enough Evidence
238,The number of police decline when National Party leader Judith Collins’ was police minister.,Refuted,Refuted
239,"Judith Collins, the National Party leader stated that New Zealand was using more coal to generate electricity because of the oil and gas exploration ban.",Refuted,Refuted
240,Democratic presidential nominee Joe Biden received the questions for the first presidential debate in advance.,Supported,Refuted
241,President Joe Biden is abusing the prescription drug Adderall.,Refuted,Not Enough Evidence
242,"U.S. Centers for Disease Control and Prevention downgrades COVID-19, rating it less fatal than seasonal flu",Refuted,Refuted
243,Eating millets will protect you from Coronavirus.,Refuted,Refuted
244,Claims that there were links between Trumps 2016 election campaign and Russia were part of a hoax that Hilary Clinton was behind.,"<question>
What was the claim in the article?
<answer>
The article claims that the investigations into Russia's alleged role in the 2016 presidential election were part of a hoax that Hillary Clinton was behind.

<question>
What was the claim in the article?
<answer>
The article claims that the investigations into Russia's alleged role in the 2016 presidential election were part of a hoax that Hillary Clinton was behind.

<question>
What was the claim in the article?
<answer>
The article claims that the investigations into Russia's alleged role in the 2016 presidential election were part of a hoax that Hillary Clinton was behind.

<question>
What was the claim in the article?
<answer>
The article claims",Refuted
245,Potential voter fraud in the 2020 U.S Presidential Election is caused by mail-in ballots being sent to a mans  deceased parents in Mercer County in New Jersey.,Refuted,Refuted
246,A “new virus” disease called Novel Bunya V!rus that is caused by ticks is diagnosed as severe fever with thrombocytopenia syndrome (SFTS) is spreading in China.,Refuted,Refuted
247,There is more chance of an asteroid hitting Earth on 02/11/2020 than dying from COVID-19.,"<question>
What is the likelihood of an asteroid hitting earth in 2020?
<answer>
The chances of an asteroid hitting the Earth in 2020 are extremely low.

<question>
What is the risk of an asteroid hitting earth on 02/11/2020?
<answer>
The risk of an asteroid hitting earth on 02/11/2020 is extremely low.

<question>
What is the risk of an asteroid hitting earth on 02/11/2020?
<answer>
The risk of an asteroid hitting earth on 02/11/2020 is extremely low.

<question>
What is the likelihood of an asteroid hitting earth in 2020?
<answer>
The chances of an",Refuted
248,Sadiq Khan faked getting the flu jab as the plastic cap was still on the needle.,Supported,Refuted
249,AARP endorsed President Biden and gave financial support to planned parenthood.,Supported,Refuted
250,"Indian legendary singer Sripathi Panditaradhyula Balasubrahmanyam's family asked the Tamil Nadu government for help to pay the hospital bills after his death, but it was  Vice President Venkaiah Naidu's daughter who stepped in.",Refuted,Refuted
251,FAcebook meme shows real stats on Black v White Violence and Police shootings,Refuted,Refuted
252,"New Zealand opposition leader Judith Collins is opposed to new environmental legislation because of her connection to Oravida, a local water and dairy company that exports produce to China.",Refuted,Refuted
253,The Nigerian government is donating $600 million to Democratic presidential nominee Joe Biden’s campaign.,Refuted,Refuted
254,Olive Garden prohibits its employees from wearing face masks depicting the American flag.,"<question>
Did the US military allow Olive Garden employees to wear face masks depicting the American flag?
<answer>
In 2020, a man in Pennsylvania was told by an Olive Garden manager that he was not allowed to wear a face mask that depicted the American flag to work. The manager told him that the restaurant was only allowed to sell face masks that were made by the company and did not allow customers to bring in their own. The man took a photo of the manager and posted it on social media, claiming that the manager was discriminating against him because of his political views.

<question>
Did the US military allow Olive Garden employees to wear face masks depicting the American flag?
<answer>
In 2020,",Refuted
255,"Amy Coney Barrett has a written track record, disagreeing adamantly with the U.S. Supreme Court’s decision to uphold the Affordable Care Act.",Refuted,Supported
256,A child died in Germany from wearing a mask.,Refuted,Refuted
257,A Maryland man was sentenced to a year in jail for throwing parties.,Supported,Supported
258,A Supreme Court nominee has never been nominated and installed while a presidential election is already underway.,"<question>
Is the appointment of Melville Fuller the first time a Supreme Court nomination was confirmed during a presidential election?
<answer>
No

<question>
Was the appointment of Melville Fuller confirmed during a presidential election?
<answer>
Yes

<question>
Is the appointment of Stephen Breyer confirmed during a presidential election?
<answer>
Yes

<question>
When was the appointment of Stephen Breyer confirmed?
<answer>
August 2, 1994

<question>
When was the appointment of Melville Fuller confirmed?
<answer>
October 22, 1888

<question>
Is the appointment of Stephen Breyer confirmed during a presidential election?
<answer>
Yes

<question>",Refuted
259,Govt of India is providing money to bereaved families of COVID-19 - Insurance benefits for Covid-19 deaths can be claimed under the schemes of PMJJBY and PMSBY.,"<question>
Does the PMJJBY and PMSBY provide financial assistance to the family of a person who died due to COVID-19?
<answer>
Yes, the PMJJBY and PMSBY schemes provide financial assistance to the family of a person who died due to COVID-19.

<question>
Is there any insurance scheme that provides benefits to the families of COVID-19 victims?
<answer>
No

<question>
Does the PMJJBY and PMSBY provide financial assistance to the family of a person who died due to COVID-19?
<answer>
Yes, the PMJJBY and PMSBY schemes provide financial assistance to the family of a person who died due to COVID-19.

<",Conflicting Evidence/Cherrypicking
260,"Jo Biden the U.S Democratic Presidential nominee calls Donald Trump supporters the ""dregs of society"".",Refuted,Refuted
261,Distance between Gandhi and Green thread can determine if Rs 500 note is genuine or fake,Supported,Refuted
262,Nigeria performed poorly in Sustainable Development Goals (SDGs) in the past five years.,Supported,Supported
263,"No news coverage was given to US President Donald Trump's executive order on September 24, 2020 guaranteed health coverage protections for those with preexisting conditions.",Supported,Refuted
264,Donald Trump has not appoointed any black federal judges.,Supported,Refuted
265,A mail-in ballot application for voting in the US presidential election which was sent to a deceased grandfather in the State of New Mexico is evidence of potential widespread voter fraud via mail-in ballots.,Refuted,Refuted
266,Raveer Singh requested Narcotics Control Bureau (NCB) to let him join anxiety-prone Actor Deepika Padukone during drug interrogation.,Refuted,Refuted
267,Pennsylvania ballots will be rejected without outer and inner envelopes.,Refuted,Supported
268,"US President Donald Trump's executive order on September 24, 2020 legally ensures health coverage protections for those with pre existing medical conditions.",Refuted,Refuted
269,"Sunil Gavaskar said that ""Virat Kohli has only trained against Anushka [Sharma]'s balls during the lockdown""",Refuted,Conflicting Evidence/Cherrypicking
270,"House Speaker Nancy Pelosi said of US employers, “Employers cutting hours is a good thing. It then gives that person time to pursue their dreams and passions.”",Refuted,Refuted
271,False Facebook posts claim Philippine vice president demanded multi-billion dollar budget for her office in 2021,Refuted,Refuted
272,The State of Massachusetts committed voter fraud by deleting over one million ballot images during the 2020 Presidential Election.,Supported,Refuted
273,"George Soros connected to U-Haul operated by antifa activists distributed “shields, weapons & black bloc” to protesters in Louisville, Ky.",Refuted,Refuted
274,Adani Logistics Limited has established a food silo in the aftermath of the three farm and agriculture-related bills passing Parliament.,Refuted,Refuted
275,"Shah Rukh Khan's Kolkata Knight Riders (KKR) is acquiring a 1.28 per cent stake in Reliance Retail at Rs 5,500 crore",Supported,Refuted
276,"Due to coronavirus schools and colleges have been closed and because of this, the education of students has been affected. The government is providing free laptops to all the students so that they can complete their education and also give exams with the help of the internet",Supported,Refuted
277,New York City Mayor Bill de Blasio officially ordered all police and citizens to stop sharing the booking photo of his daughter caught up during rioting,Supported,Refuted
278,The Victorian Premier Daniel Andrews of the state of Victoria in Australia accepted a multi-million dollar bribe from the IMF conditional on Andrews locking down the state of Victoria unnecessarily during the COVID-19 pandemic.,Refuted,Refuted
279,Premier Daniel Andrews of the state of Victoria in Australia borrowed money from the IMF and now is in default.,Refuted,Refuted
280,False positives and rapid tests put the rate of infection near zero and that there will be no second wave of infections,Supported,Refuted
281,Americans advised to reconsider travel to Ghana due to COVID-19.,Refuted,Supported
282,Premier Daniel Andrews of the state of Victoria in Australia sold the rights to water to China.,Refuted,Not Enough Evidence
283,Transitioning to 100 per cent renewable electricity generation increase power prices in New Zealand,Supported,Refuted
284,Former US vice-president Joe Biden is showing pretty severe signs of dementia.,"<question>
What is the current US Vice President?
<answer>
Mike Pence

<question>
Is Mike Pence showing signs of dementia?
<answer>
There is no conclusive evidence that Mike Pence has dementia or any form of dementia.

<question>
Is Mike Pence showing signs of dementia?
<answer>
No

<question>
What is the current US Vice President?
<answer>
Mike Pence

<question>
Is Mike Pence showing signs of dementia?
<answer>
No

<question>
Is Joe Biden showing signs of dementia?
<answer>
Joe Biden has denied that he is showing signs of dementia.

<question>
Is Joe Biden showing signs of dementia?
<answer>
There is no conclusive evidence that Joe Biden has dementia",Refuted
285,California Governor Gavin Newsom made it so that convicted sexual predators have lighter sentences.,Refuted,Refuted
286,U.S. Supreme Court Justice Ruth Bader Ginsburg is the first woman in American history to lie in state at the U.S. Capitol.,Supported,Supported
287,"Judge Amy Barret said ""gays have a right to be discriminated against because they are against Gods wishes and won't be allowed Heaven""",Refuted,Refuted
288,Black Lives Matter wants to destroy the nuclear family.,Refuted,Conflicting Evidence/Cherrypicking
289,"Fact Check: WHO has not approved home remedy for COVID-19, don’t fall for misinformation","<question>
What is the WHO's position on hydroxychloroquine?
<answer>
WHO does not recommend hydroxychloroquine as a treatment for COVID-19.
<question>
Is there a cure for COVID-19?
<answer>
WHO has not approved a cure for COVID-19, don’t fall for misinformation
<question>
Is the WHO has not approved home remedy for COVID-19 claim true?
<answer>
No, WHO has not approved home remedy for COVID-19.

<question>
What is the WHO's position on hydroxychloroquine?
<answer>
WHO does not recommend hydroxychloroquine as a treatment for COVID-19.
<question>
Is there a cure for",Supported
290,Basketball superstar Michael Jordan is joining NASCAR as a team owner.,Supported,Supported
291,"Ruth Bader Ginsburg waged an ""active campaign"" to repeal the Mann Act and to lower the age of consent for sex",Refuted,Refuted
292,30% to 40% of Americans will have voted by Oct. 1. 2020,Refuted,Refuted
293,The recently deceased US Supreme Court Justice Ruth Bader Ginsburg was known for her gruelling fitness regime.,Refuted,Supported
294,The Trump campaign only asked that Biden to release his list of potential Supreme Court nominees after Justice Ruth Bader Ginsburg passed away.,Refuted,Refuted
295,Trump campaign asked Joe Biden to release a list of potential Supreme Court picks only after Ginsburg’s passing,Refuted,Refuted
296,The family or Justine Damond received a $55 million settlement after she was gunned down by a Minneapolis police officer.,Refuted,Refuted
297,Flu shot is 2.4x more deadly than Covid-19.,Refuted,Refuted
298,MPs are not following workplace Covid guidance by wearing masks.,Supported,Refuted
299,You could text RBG to 50409 to sign a petition to tell your senator not to replace Ruth Bader Ginsberg in the Supreme court until after the 2020 election,Supported,Supported
300,A man died in police custody after a 19th September 2020 anti-lockdown protest in London.,Supported,Refuted
301,Melissa Francis is married to Wray Thorn.,Refuted,Supported
302,Two Sigma Investments is owned by George Soros.,Supported,Refuted
303,There is a double standard in how Senate Republicans handled the confirmations for Obama's and Trump's high court picks.,Refuted,Conflicting Evidence/Cherrypicking
304,Zimbabwe recorded its first coronavirus Infection before 20 February 2020.,Refuted,Refuted
305,"Photo Showing the remains of Vladimir Komarov, a man who fell from space, in 1967.",Supported,Supported
306,Brucellosis is caused by a new virus from China.,Supported,Conflicting Evidence/Cherrypicking
307,Ruth Bader Ginsburg was nominated and confirmed 43 days before an election.,Supported,Refuted
308,Sightway Capital is owned by Two Sigma Investments.,Refuted,Supported
309,"US Supreme Court Justice, Ruth Bader Ginsburg, fought cancer for decades before she passed away in September 2020.",Refuted,Supported
310,Wray Thorn is managing director of Sightway Capital.,Supported,Supported
311,"Supreme Court Justice Ruth Bader Ginsburg said, “Pedophilia is good for the children.”",Refuted,Refuted
312,John Cammo was the only one to predict that President Trump would be infected with Covid-19.,Refuted,Refuted
313,"English Playwright William Shakespeare’s plays are the work of Amelia Bassano, a black woman who died unpublished and in poverty.",Refuted,Refuted
314,The passing of Ruth Bader Ginsburg will have a profound effect on the future of the Supreme Court of America.,Refuted,Supported
315,The fastest Supreme Court justice ever confirmed in the U.S. was 47 days.,Refuted,Refuted
316,Canada would like to reopen the border with the U.S,"<question>
What is the current status of the border between the U.S and Canada?
<answer>
The U.S. and Canada have a shared border that stretches over 5,500 miles. The border is not open to the public, and all non-essential travel is prohibited.
<question>
Did Canada reopen the border with the U.S?
<answer>
The Canadian government has said that the border will remain closed to non-essential traffic until at least September 21.
<question>
When will the Canada US border open
<answer>
The Canadian government has said that the border will remain closed to non-essential traffic until at least September 21.

label:",Refuted
317,Turkish-backed armed groups did not commit human rights violations in the Syrian conflict,"<question>
Did the Syrian opposition groups commit human rights abuses in the Syrian conflict?
<answer>
Yes, the Syrian opposition groups have been implicated in numerous human rights abuses, including by giving it unrestricted demand safe and unimpeded access anywhere in syria for independent human rights organizations to monitor abuses and report on them.

<question>
Did the Syrian opposition groups commit human rights abuses in the Syrian conflict?
<answer>
Yes, the Syrian opposition groups have been implicated in numerous human rights abuses, including by giving it unrestricted demand safe and unimpeded access anywhere in syria for independent human rights organizations to monitor abuses and report on them.

<question>
Did the Syrian opposition groups commit human rights abuses in the Syrian conflict?
<",Refuted
318,Joe Biden would be the first person without an Ivy League degree to be elected president.,Refuted,Refuted
319,Nigeria is the leading producer of cassava in Africa and the world.,Supported,Supported
320,The White House blocked a plan to send facemasks to every household in April 2020.,Refuted,Supported
321,"In 2019, 10 million fell ill from tuberculosis and 1.5 million died but nobody needs to wears a mask for tuberculosis",Supported,Refuted
322,Trump nixes aid for California fires but offers help to Putin for Siberian wildfires.,"<question>
What did Donald Trump say about wildfires in California?
<answer>
He tweeted: ""Just sent a letter to the Governor of California to request federal assistance to help with the devastating wildfires. Also, I have been in touch with the Governor and he is asking for federal assistance. Very sad to see the great state of California in this situation. I have ordered all federal agencies to do everything in their power to assist the people of California and the firefighters who are on the ground fighting the fire.

<question>
Did Trump offer help to Putin for Siberian wildfires?
<answer>
Trump’s administration has been criticized for its slow response to the wildfires in Siberia, with some arguing that the U.S. should have taken",Refuted
323,"Donald Trump is in federal court trying to do away with the Affordable Care Act, 100 million people with preexisting conditions like your mom would not have to pay more for their insurance under now.”",Refuted,Supported
324,US Miami-Dade County Mayor Carlos Giminez kept his taxpayer-funded Mercedes-Benz after slashing $400 million in government jobs and spending.,Refuted,Conflicting Evidence/Cherrypicking
325,Joe Biden was the first in his family to go to college.,Supported,Refuted
326,COVID-19 was developed as a bioweapon from a research facility in China.,Supported,Refuted
327,Carlos Gimenez approved a 67% pay raise for himself and increased his own pension.,Refuted,Supported
328,24 of every 100 kids in US schools speak Spanish.,Supported,Not Enough Evidence
329,Minneapolis City Council has defunded the police.,"<question>
Did Minneapolis City Council defund the police department?
<answer>
On May 26, nine members of the Minneapolis City Council on Sunday announced they intend to defund and dismantle the city's police department following the police killing of George Floyd.

<question>
Did Minneapolis City Council defund the police department?
<answer>
The Minneapolis City Council voted to reduce the city's police department budget by $8.5 million and to cut the number of police officers by 40 percent.

<question>
Did Minneapolis city council approve to defund the police?
<answer>
Yes

label:",Refuted
330,Ventura County election officials are reducing voting locations in order to limit in-person voter turnout.,Refuted,Supported
331,"Australian politician, Daniel Andrews said “In fact, you’d be surprised at how much can be avoided if people stop insisting on their personal freedoms. Because insisting on human rights is not only selfish, it’s stupid.”",Refuted,Refuted
332,"Kim Martin Morrow the CEO of Netflix has just been charged with 15 charges for child pornography and 31,000 files have been found on his personal computers for child porn from ages 8 and as young as toddlers.",Refuted,Refuted
333,"Development Control Department of the Abuja Metropolitan Management Council (AMMC), an agency of the Federal Capital Territory Administration (FCTA)of Nigeria, in 2020 marked 37 Estates for demolition.",Refuted,Refuted
334,The US government has plans to force a COVID-19 vaccine on everyone.,Refuted,Refuted
335,"In India, actor Kangana Ranaut was forced to vote for the Shiv Sena in the elections as they were in alliance with the Bharatiya Janata Party (BJP).",Refuted,Refuted
336,A US voter can vote 4 times because he got 4 vote by mail forms.,Refuted,Refuted
337,Crime has increased in Minneapolis in 2020.,"<question>
How did crime rates in Minneapolis change in 2020?
<answer>
Crime rates in Minneapolis have increased in 2020.

label:",Supported
338,"A Democratic Vice Presidential nominee, Kamala Harris, said that there will be ""a federal tax on your home for slavery reparations.""",Refuted,Refuted
339,Actor Mukesh Khanna has called for a boycott of Jaya and Amitabh Bachchan.,Refuted,Refuted
340,"A 6 year old boy begged God to save his mother's life after she was ambushed. Today the NFL honored the organization that yelled ""hope they die"" outside the mothers hospital.",Refuted,Refuted
341,Muslim regiment of the Indian Army had refused to fight in India’s 1965 war with Pakistan.,Refuted,Refuted
342,Fact Check: AARP Did NOT Spend 'Millions In TV Ads Targeting Republican Candidates' -- Nonprofit AARP Is Prohibited From Involvement In Any Political Campaigns,Supported,Supported
343,McDonald’s take down American flags at their fast-food restaurants in support of Black Lives Matter and antifa (an umbrella term for far-left anti-fascism groups).,Refuted,Refuted
344,A Rafale Aircraft crashed during training and two pilots are dead.,Refuted,Refuted
345,"The Indian UPSC examination is discriminatory in favour of Muslim candidates.(Sudarshan News Editor-in-Chief, Suresh Chavhanke, 11 September, 2020, UPSC Jihad Par Ab Tak Ka Sabse Bada Khulasa (The Biggest Expose of All Time on UPSC Jihad)",Refuted,Refuted
346,"US state of Georgia has “almost 100,000 more COVID-19 cases, almost twice as many deaths and almost 600 more nursing home deaths than North Carolina, US.",Refuted,Supported
347,"Tourism, lockdown key to deep New Zealand recession.","<question>
What was the impact of lockdown on the New Zealand economy
<answer>
The initial impact was felt primarily in China but has quickly spread to most countries and regions in the world and is widely recognised as a shock greater than the worlds major economies have announced to various degrees lockdowns to contain the virus economic activity has fallen precipitously the global shock is evident in financial markets equity prices have fallen...

label:",Supported
348,Wildfires do not Affect Mexico And Canada,Refuted,Refuted
349,Former FBI Director James Comey and former CIA Director John Brennan have been charged with multiple counts of treason.,Refuted,Refuted
350,The rate of abortions under Democratic presidential administrations has actually fallen more precipitously.,"<question>
How many abortions are there per 1000 women?
<answer>
the number of abortions per 1000 women between the ages of 15 and 44

<question>
How many abortions were there under the democrats?
<answer>
the number of abortions per 1000 women between the ages of 15 and 44

<question>
How many abortions were there under the republicans?
<answer>
the number of abortions per 1000 women between the ages of 15 and 44

<question>
How many abortions were there under the democrats?
<answer>
the number of abortions per 1000 women between the ages of 15 and 44

<question>
How many",Conflicting Evidence/Cherrypicking
351,"Donald Trump tweeted that he was donating $500,000 each toward the expenses of the two Los Angeles County sheriff's deputies who were shot and critically injured on September 12, 2020.",Refuted,Refuted
352,Iran has stockpiled 10 times as much enriched uranium as it had in 2016.,Refuted,Supported
353,The UK public won’t be able to claim compensation if unlicensed vaccines damage our health.,"<claim>
The UK government has announced that if people die from COVID-19 they will not be eligible for the £130,000 compensation.

<question>
Is the claim that the UK government has announced that if people die from COVID-19 they will not be eligible for the £130,000 compensation supported?
<answer>
No

<question>
Is the claim that the UK government has announced that if people die from COVID-19 they will not be eligible for the £130,000 compensation supported?
<answer>
No

<question>
Is the claim that the UK government has announced that if people die from COVID-19 they will not be eligible for the £130,000 compensation supported?
<answer>
No",Conflicting Evidence/Cherrypicking
354,"unemployment rate in the state of Edo, Nigeria reduced from 25% to 19% during Godwin Obaseki's tenure.",Supported,Not Enough Evidence
355,"Ignat Shchetinin And Sammy Scott Piatt, charged with arson connected to Clackamas County, Oregon wildfires.",Refuted,Refuted
356,Nigerian Government had placed a ban on alcohol in sachet and polythene.,Supported,Refuted
357,Edo State in Nigeria has a 19% unemployment rate.,"<question>
What is the unemployment rate in Edo State in Nigeria?
<answer>
The unemployment rate in Edo State in Nigeria is 19%.

<question>
What is the unemployment rate in Edo State in Nigeria?
<answer>
The unemployment rate in Edo State in Nigeria is 19%.

<question>
What is the unemployment rate in Edo State in Nigeria?
<answer>
The unemployment rate in Edo State in Nigeria is 19%.

<question>
What is the unemployment rate in Edo State in Nigeria?
<answer>
The unemployment rate in Edo State in Nigeria is 19%.

<question>
What is the unemployment rate in Edo State in Nigeria?
<answer>
The unemployment rate in",Supported
358,Antifa is recruiting people to dress as President Trump supporters and police to riot on Election Day 2020 in the United States,Refuted,Refuted
359,"Netflix tweets that its content is ""mostly pedophilia-free"" in response to criticism over its streaming of ""Cuties""",Refuted,Refuted
360,"These unlicensed vaccines will be administered by non-medical staff, such as your employer in the UK.",Supported,Conflicting Evidence/Cherrypicking
361,"Joe Biden’s own chief of staff said that when Biden managed swine flu in 2009, they quote, “Did every possible thing wrong.”",Supported,Supported
362,Netflix CEO Reed Hastings was arrested by the FBI on child porn charges.,Supported,Refuted
363,Antifa Admit to Igniting Fires All Over The Country To Draw Attention To Climate Change,Refuted,Refuted
364,"Netflix CEO Reed Hastings was arrested by the FBI after being caught with 13,000 files of child pornography.",Refuted,Refuted
365,"The eligibility criteria for applying to take the exam for the Union Public Service Commission (UPSC) of India, differentiates depending on whether you are a Hindu or a Muslim.",Refuted,Refuted
366,Biden called law enforcement the enemy.,Refuted,Conflicting Evidence/Cherrypicking
367,Muslim candidates are allowed more attempts at the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam than others,Refuted,Refuted
368,Muslim candidates can qualify with lower marks than others in the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam,Refuted,Refuted
369,CDC announces that ordinary (non-N95) masks (which most people are wearing) will do nothing to protect you against wildfire smoke because they do not catch small particles,Supported,Supported
370,Government of India has imposed taxes on all school books,Supported,Conflicting Evidence/Cherrypicking
371,The upper age-limit for Muslim candidates for the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam is relaxed to be higher than that of other applicants,Refuted,Refuted
372,Greater number of Muslim aspirants are suddenly taking the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam,Refuted,Refuted
373,"the Indian Government set up 5 coaching centres for UPSC exams, 4 of which were in Muslim universities.",Refuted,Refuted
374,Police: Political Activists Didn’t Cause Oregon’s Wildfires,Supported,Supported
375,"Nigeria was the third most terrorised in the world in 2020, after Afghanistan and Iraq.",Supported,Not Enough Evidence
376,Clinical trials of a vaccine against COVID-19 were paused,"<question>
When did the clinical trials of the Oxford COVID-19 vaccine pause?
<answer>
Clinical trials of the Oxford COVID-19 vaccine were paused in the United Kingdom on December 9, 2020, due to a serious adverse event.

<question>
What happened to the clinical trials of the Astrazeneca vaccine for COVID-19?
<answer>
The trials were paused on March 23, 2020, after one of the trials in Brazil experienced an unexplained illness in large trials illnesses will happen by chance but must be independently reviewed to check this carefully astrazeneca announcing a pause in its covid19 vaccine trial first theres nothing unusual about this development they happen routinely in clinical trials and arent unexpected when",Supported
377,Western Wildfires Are evidence Of A Coordinated Antifa Campaign To 'Burn The Country Down,"<claim>
Western Wildfires Are evidence Of A Coordinated Antifa Campaign To 'Burn The Country Down

<question>
What is the origin of the wildfires in the United States?
<answer>
The origin of the wildfires in the United States is not attributed to antifa or the Proud Boys. A combination of drought, historic heat, lightning storms, and heavy winds are thought to have contributed to more than 90 wildfires that have burned thousands of square miles across the West Coast.

<question>
Did Antifa have anything to do with the Wildfires in Oregon and Washington?
<answer>
No, officials douse rumors of far-right Proud Boys far-left Antifa setting fires in Oregon, Seattle, ap raging wildfires in the",Refuted
378,Kasab was fed biriyani.,Supported,Refuted
379,US Congress voted 49-46 to add the repeal of Section 230 — legislation which shields online platforms from liability for user-generated content — into the country’s annual defense bill in December 2020,Refuted,Refuted
380,"Democratic presidential nominee Joe Biden talk about how the Chevrolet Corvette is ""one of the best cars in the world"" while he was visiting a Ford plant.",Refuted,Refuted
381,Nita Ambani is to give Rs 200 crore for Kangana Ranaut’s new studio,Refuted,Refuted
382,US Democratic Vice Presidential nominee Kamala Harris tweeted that she ‘filed a complaint’ to remove a specific Instagram account.,Refuted,Refuted
383,Asha Ranaut tweeted ‘you havent crushed my daughter’s office but Bal Thackeray’s soul.,Refuted,Refuted
384,Brazil preserves its native forests better than any other country in the world,Supported,Refuted
385,"$400,000 ... is more money than I’ve ever made” in a year",Refuted,Refuted
386,The CDC has removed the “Covid-19 Pandemic” and replaced it with “Covid-19 Outbreak” on their website.,"<question>
Is the CDC still referring to the COVID-19 outbreak as a pandemic?
<answer>
The term ""pandemic"" is used to describe the widespread outbreak of disease across multiple countries or regions. In the case of COVID-19, it is not considered a pandemic.
<question>
When was the ""Covid-19 Pandemic"" label changed to ""Covid-19 Outbreak"" on the CDC website?
<answer>
The label was changed from ""Covid-19 Pandemic"" to ""Covid-19 Outbreak"" on the CDC website on June 15, 2020.
<question>
What is the CDC's official name for the coronavirus outbreak in the US?
<answer",Refuted
387,In England only 69.4% of COVID-19 contacts are now reached and asked to self-isolate.,Supported,Supported
388,"Rhea Chakrabortys father Indrajit Chakraborty said ‘I Should Die, No Father Can Bear Injustice On His Daughter’.",Refuted,Refuted
389,The cardinal and unforgivable sin of a French magazine Charlie Hebdo in insulting the holy face of the Prophet once again revealed the hatred and hostility of the political and cultural institutions of the Western world against Islam and the Muslim community.,Refuted,Conflicting Evidence/Cherrypicking
390,"The NFL, NBA and MLB have Tax-Exempt status.",Refuted,Refuted
391,"Schools have resumed in New Brunswick, Canada despite the COVID-19 pandemic",Supported,Supported
392,The sky has turned orange to blood red in several parts of the United States.,Supported,Supported
393,80 million ballots for the US November 3 2020 election will be mailed to US voters who didn’t request them.,Refuted,Refuted
394,"Under Trump's watch, auto assembly plants have been added at an unprecedented rate in Michigan, Ohio, North Carolina, South Carolina and possibly other states.",Supported,Not Enough Evidence
395,"PGA star Bubba Watson wrote a post that says, ""I see signs all over saying black lives matter. I’m just trying to figure out which black lives matter.”",Refuted,Refuted
396,Photo of three officers at the Indian Police Service who belong to the same family.,Supported,Refuted
397,Wearing a face mask can cause pleurisy.,Refuted,Refuted
398,The Indian government has launched an online health consultation scheme.,"<question>
What is the name of the online health consultation scheme launched by the Indian government?
<answer>
The National Telemedicine Programme
<question>
What is the name of the health insurance scheme launched by the Indian government?
<answer>
The government of India has launched the Pradhan Mantri Jan Arogya Yojana (PMJAY), a flagship scheme of the Government of India to achieve the vision of Universal Health Coverage (UHC) as enshrined in the National Health Policy 2017.

<question>
Is there a health insurance scheme in India?
<answer>
Yes

<question>
What is the name of the online health consultation scheme launched by the Indian government?
<answer>",Supported
399,The Daily Trust news report about a UK judge ruling on how Nigerian Vice President Yemi Osinbajo detected the Process and Industrious Development Limited (P&ID) fraud against Nigeria is fake news.,Supported,Refuted
400,Math Mistake Caused U.S. Leaders To Panic And Order COVID Lockdowns,Refuted,Refuted
401,Video of a man blowing vape smoke through various face masks shows that they do not help prevent the spread of coronavirus.,Refuted,Refuted
402,Spraying of Naira notes is an offence punishable by imprisonment in Nigeria.,Supported,Supported
