claim_id,claim,classification,label
250,"Indian legendary singer Sripathi Panditaradhyula Balasubrahmanyam's family asked the Tamil Nadu government for help to pay the hospital bills after his death, but it was  Vice President Venkaiah Naidu's daughter who stepped in.","<question>
Is there any evidence that the Vice President of India Venkaiah Naidu's daughter helped in settling hospital bills after the death of legendary singer S.P.Balasubrahmanyam?
<answer>
The claim is false. The viral claim of the centre helping in settling hospital bills is false. The viral claim of the centre helping in settling hospital bills is false. The viral claim of the centre helping in settling hospital bills is false. The viral claim of the centre helping in settling hospital bills is false. The viral claim of the centre helping in settling hospital bills is false.

label:",Refuted
251,FAcebook meme shows real stats on Black v White Violence and Police shootings,Supported,Refuted
252,"New Zealand opposition leader Judith Collins is opposed to new environmental legislation because of her connection to Oravida, a local water and dairy company that exports produce to China.",Supported,Refuted
253,The Nigerian government is donating $600 million to Democratic presidential nominee Joe Biden’s campaign.,Refuted,Refuted
254,Olive Garden prohibits its employees from wearing face masks depicting the American flag.,Refuted,Refuted
255,"Amy Coney Barrett has a written track record, disagreeing adamantly with the U.S. Supreme Court’s decision to uphold the Affordable Care Act.",Supported,Supported
256,A child died in Germany from wearing a mask.,Refuted,Refuted
257,A Maryland man was sentenced to a year in jail for throwing parties.,Supported,Supported
258,A Supreme Court nominee has never been nominated and installed while a presidential election is already underway.,"<question>
Has there ever been a Supreme Court nominee confirmed while a presidential election was underway?
<answer>
Yes

label:",Refuted
259,Govt of India is providing money to bereaved families of COVID-19 - Insurance benefits for Covid-19 deaths can be claimed under the schemes of PMJJBY and PMSBY.,Refuted,Conflicting Evidence/Cherrypicking
260,"Jo Biden the U.S Democratic Presidential nominee calls Donald Trump supporters the ""dregs of society"".",Refuted,Refuted
262,Nigeria performed poorly in Sustainable Development Goals (SDGs) in the past five years.,"<question>
How many sustainable development goals were met by Nigeria in the past five years?
<answer>
The 2018 SDG Index & Dashboards Report 2018 found that Nigeria ranked 169 out of 189 countries in the overall SDG Index.
<question>
Did Nigeria achieve the targets of the Sustainable Development Goals (SDGs) in 2018?
<answer>
No
<question>
What is the ranking of Nigeria in the SDGs?
<answer>
Nigeria ranked 174 out of 189 countries in the 2019 SDG Index, the highest ranking for a low-income country.

label:",Supported
263,"No news coverage was given to US President Donald Trump's executive order on September 24, 2020 guaranteed health coverage protections for those with preexisting conditions.","<claim>
No news coverage was given to US President Donald Trump's executive order on September 24, 2020 guaranteed health coverage protections for those with preexisting conditions.

<question>
Did Donald Trump sign an executive order to protect people with pre-existing conditions in the US?
<answer>
On June 24, 2018, President Donald Trump signed an executive order to expand short-term health insurance plans, allowing them to sell across state lines. The order also allowed states to opt out of the Affordable Care Act's (ACA) essential health benefits mandate, which requires that plans cover certain preventive care services. This could lead to more people losing coverage for pre-existing conditions, as these plans often exclude coverage for pre-existing conditions",Refuted
264,Donald Trump has not appoointed any black federal judges.,Refuted,Refuted
265,A mail-in ballot application for voting in the US presidential election which was sent to a deceased grandfather in the State of New Mexico is evidence of potential widespread voter fraud via mail-in ballots.,Refuted,Refuted
266,Raveer Singh requested Narcotics Control Bureau (NCB) to let him join anxiety-prone Actor Deepika Padukone during drug interrogation.,Refuted,Refuted
267,Pennsylvania ballots will be rejected without outer and inner envelopes.,Refuted,Supported
268,"US President Donald Trump's executive order on September 24, 2020 legally ensures health coverage protections for those with pre existing medical conditions.",Refuted,Refuted
269,"Sunil Gavaskar said that ""Virat Kohli has only trained against Anushka [Sharma]'s balls during the lockdown""",Refuted,Conflicting Evidence/Cherrypicking
270,"House Speaker Nancy Pelosi said of US employers, “Employers cutting hours is a good thing. It then gives that person time to pursue their dreams and passions.”",Refuted,Refuted
271,False Facebook posts claim Philippine vice president demanded multi-billion dollar budget for her office in 2021,Refuted,Refuted
272,The State of Massachusetts committed voter fraud by deleting over one million ballot images during the 2020 Presidential Election.,Refuted,Refuted
273,"George Soros connected to U-Haul operated by antifa activists distributed “shields, weapons & black bloc” to protesters in Louisville, Ky.",Refuted,Refuted
274,Adani Logistics Limited has established a food silo in the aftermath of the three farm and agriculture-related bills passing Parliament.,Refuted,Refuted
275,"Shah Rukh Khan's Kolkata Knight Riders (KKR) is acquiring a 1.28 per cent stake in Reliance Retail at Rs 5,500 crore",Refuted,Refuted
276,"Due to coronavirus schools and colleges have been closed and because of this, the education of students has been affected. The government is providing free laptops to all the students so that they can complete their education and also give exams with the help of the internet",Supported,Refuted
277,New York City Mayor Bill de Blasio officially ordered all police and citizens to stop sharing the booking photo of his daughter caught up during rioting,Refuted,Refuted
278,The Victorian Premier Daniel Andrews of the state of Victoria in Australia accepted a multi-million dollar bribe from the IMF conditional on Andrews locking down the state of Victoria unnecessarily during the COVID-19 pandemic.,Refuted,Refuted
279,Premier Daniel Andrews of the state of Victoria in Australia borrowed money from the IMF and now is in default.,Supported,Refuted
280,False positives and rapid tests put the rate of infection near zero and that there will be no second wave of infections,Refuted,Refuted
281,Americans advised to reconsider travel to Ghana due to COVID-19.,"<claim>
The U.S. has been in a recession since 2007.

<question>
What was the recession in the United States from 2007 to 2009?
<answer>
The recession in the United States from 2007 to 2009, also known as the Great Recession, was the longest and most severe since the Great Depression of the 1930s. It was caused by a housing bubble bursting, which led to a severe decline in economic activity and a massive loss of jobs.

<question>
What was the recession in the United States from 2007 to 2009?
<answer>
The recession in the United States from 2007 to 2009, also known as",Supported
282,Premier Daniel Andrews of the state of Victoria in Australia sold the rights to water to China.,Supported,Not Enough Evidence
283,Transitioning to 100 per cent renewable electricity generation increase power prices in New Zealand,"<question>
How much did electricity prices in New Zealand increase in 2018?
<answer>
The electricity price in New Zealand rose by 3.5% in 2018.

<question>
What is the cost of transitioning to 100% renewable electricity in New Zealand?
<answer>
The report estimated that the cost of a 100% renewable energy system in New Zealand would be NZD 9.5 billion, which is about NZD 6.7 billion more than the current energy system.

<question>
How much does the cost of electricity go up if the country goes to 100% renewable energy?
<answer>
The cost of electricity would be about 10% higher in the European Union and",Refuted
284,Former US vice-president Joe Biden is showing pretty severe signs of dementia.,Refuted,Refuted
285,California Governor Gavin Newsom made it so that convicted sexual predators have lighter sentences.,Supported,Refuted
286,U.S. Supreme Court Justice Ruth Bader Ginsburg is the first woman in American history to lie in state at the U.S. Capitol.,Refuted,Supported
287,"Judge Amy Barret said ""gays have a right to be discriminated against because they are against Gods wishes and won't be allowed Heaven""",Refuted,Refuted
288,Black Lives Matter wants to destroy the nuclear family.,Refuted,Conflicting Evidence/Cherrypicking
289,"Fact Check: WHO has not approved home remedy for COVID-19, don’t fall for misinformation",Refuted,Supported
290,Basketball superstar Michael Jordan is joining NASCAR as a team owner.,Refuted,Supported
291,"Ruth Bader Ginsburg waged an ""active campaign"" to repeal the Mann Act and to lower the age of consent for sex",Refuted,Refuted
292,30% to 40% of Americans will have voted by Oct. 1. 2020,Refuted,Refuted
293,The recently deceased US Supreme Court Justice Ruth Bader Ginsburg was known for her gruelling fitness regime.,Supported,Supported
294,The Trump campaign only asked that Biden to release his list of potential Supreme Court nominees after Justice Ruth Bader Ginsburg passed away.,Refuted,Refuted
295,Trump campaign asked Joe Biden to release a list of potential Supreme Court picks only after Ginsburg’s passing,Refuted,Refuted
296,The family or Justine Damond received a $55 million settlement after she was gunned down by a Minneapolis police officer.,Refuted,Refuted
297,Flu shot is 2.4x more deadly than Covid-19.,Refuted,Refuted
298,MPs are not following workplace Covid guidance by wearing masks.,Refuted,Refuted
299,You could text RBG to 50409 to sign a petition to tell your senator not to replace Ruth Bader Ginsberg in the Supreme court until after the 2020 election,Refuted,Supported
300,A man died in police custody after a 19th September 2020 anti-lockdown protest in London.,Refuted,Refuted
301,Melissa Francis is married to Wray Thorn.,Supported,Supported
302,Two Sigma Investments is owned by George Soros.,Refuted,Refuted
303,There is a double standard in how Senate Republicans handled the confirmations for Obama's and Trump's high court picks.,Supported,Conflicting Evidence/Cherrypicking
304,Zimbabwe recorded its first coronavirus Infection before 20 February 2020.,Refuted,Refuted
305,"Photo Showing the remains of Vladimir Komarov, a man who fell from space, in 1967.",Refuted,Supported
306,Brucellosis is caused by a new virus from China.,Refuted,Conflicting Evidence/Cherrypicking
307,Ruth Bader Ginsburg was nominated and confirmed 43 days before an election.,Refuted,Refuted
308,Sightway Capital is owned by Two Sigma Investments.,Refuted,Supported
309,"US Supreme Court Justice, Ruth Bader Ginsburg, fought cancer for decades before she passed away in September 2020.",Refuted,Supported
310,Wray Thorn is managing director of Sightway Capital.,Supported,Supported
311,"Supreme Court Justice Ruth Bader Ginsburg said, “Pedophilia is good for the children.”",Refuted,Refuted
312,John Cammo was the only one to predict that President Trump would be infected with Covid-19.,Refuted,Refuted
313,"English Playwright William Shakespeare’s plays are the work of Amelia Bassano, a black woman who died unpublished and in poverty.",Refuted,Refuted
314,The passing of Ruth Bader Ginsburg will have a profound effect on the future of the Supreme Court of America.,Supported,Supported
315,The fastest Supreme Court justice ever confirmed in the U.S. was 47 days.,Supported,Refuted
316,Canada would like to reopen the border with the U.S,Refuted,Refuted
317,Turkish-backed armed groups did not commit human rights violations in the Syrian conflict,Refuted,Refuted
318,Joe Biden would be the first person without an Ivy League degree to be elected president.,Refuted,Refuted
319,Nigeria is the leading producer of cassava in Africa and the world.,Supported,Supported
320,The White House blocked a plan to send facemasks to every household in April 2020.,Supported,Supported
321,"In 2019, 10 million fell ill from tuberculosis and 1.5 million died but nobody needs to wears a mask for tuberculosis",Supported,Refuted
322,Trump nixes aid for California fires but offers help to Putin for Siberian wildfires.,"<question>
Did Donald Trump offer help to Putin for Siberian wildfires?
<answer>
The kremlin said in a statement that Putin thanked Trump for the offer but said a group of airplanes had been formed in Siberia to fight the fires.

<question>
Did Donald Trump offer help to Russia in fighting wildfires in Siberia?
<answer>
Yes

<question>
How much aid has Donald Trump offered to California for wildfires
<answer>
On 11 August 2018, the day after the Camp Fire broke out, President Trump tweeted, “Just spoke to the Governor of California, and he’s not doing a good job of containing the fires. Many lives are lost, and so far, it’s looking very bad",Refuted
323,"Donald Trump is in federal court trying to do away with the Affordable Care Act, 100 million people with preexisting conditions like your mom would not have to pay more for their insurance under now.”",Supported,Supported
324,US Miami-Dade County Mayor Carlos Giminez kept his taxpayer-funded Mercedes-Benz after slashing $400 million in government jobs and spending.,Refuted,Conflicting Evidence/Cherrypicking
325,Joe Biden was the first in his family to go to college.,Refuted,Refuted
326,COVID-19 was developed as a bioweapon from a research facility in China.,Refuted,Refuted
327,Carlos Gimenez approved a 67% pay raise for himself and increased his own pension.,Refuted,Supported
328,24 of every 100 kids in US schools speak Spanish.,Supported,Not Enough Evidence
329,Minneapolis City Council has defunded the police.,Refuted,Refuted
330,Ventura County election officials are reducing voting locations in order to limit in-person voter turnout.,Supported,Supported
331,"Australian politician, Daniel Andrews said “In fact, you’d be surprised at how much can be avoided if people stop insisting on their personal freedoms. Because insisting on human rights is not only selfish, it’s stupid.”",Refuted,Refuted
332,"Kim Martin Morrow the CEO of Netflix has just been charged with 15 charges for child pornography and 31,000 files have been found on his personal computers for child porn from ages 8 and as young as toddlers.",Refuted,Refuted
333,"Development Control Department of the Abuja Metropolitan Management Council (AMMC), an agency of the Federal Capital Territory Administration (FCTA)of Nigeria, in 2020 marked 37 Estates for demolition.",Supported,Refuted
334,The US government has plans to force a COVID-19 vaccine on everyone.,Refuted,Refuted
336,A US voter can vote 4 times because he got 4 vote by mail forms.,Refuted,Refuted
337,Crime has increased in Minneapolis in 2020.,Refuted,Supported
338,"A Democratic Vice Presidential nominee, Kamala Harris, said that there will be ""a federal tax on your home for slavery reparations.""",Refuted,Refuted
339,Actor Mukesh Khanna has called for a boycott of Jaya and Amitabh Bachchan.,Refuted,Refuted
340,"A 6 year old boy begged God to save his mother's life after she was ambushed. Today the NFL honored the organization that yelled ""hope they die"" outside the mothers hospital.",Supported,Refuted
341,Muslim regiment of the Indian Army had refused to fight in India’s 1965 war with Pakistan.,Refuted,Refuted
343,McDonald’s take down American flags at their fast-food restaurants in support of Black Lives Matter and antifa (an umbrella term for far-left anti-fascism groups).,Refuted,Refuted
344,A Rafale Aircraft crashed during training and two pilots are dead.,Refuted,Refuted
345,"The Indian UPSC examination is discriminatory in favour of Muslim candidates.(Sudarshan News Editor-in-Chief, Suresh Chavhanke, 11 September, 2020, UPSC Jihad Par Ab Tak Ka Sabse Bada Khulasa (The Biggest Expose of All Time on UPSC Jihad)",Supported,Refuted
346,"US state of Georgia has “almost 100,000 more COVID-19 cases, almost twice as many deaths and almost 600 more nursing home deaths than North Carolina, US.",Refuted,Supported
347,"Tourism, lockdown key to deep New Zealand recession.",Refuted,Supported
348,Wildfires do not Affect Mexico And Canada,"<question>
How many wildfires have occurred in Canada and Mexico in the last two decades?
<answer>
Kelowna in 2003, Slave Lake in 2011 and Fort McMurray in 2016 have happened during the past two decades.

<question>
Are wildfires in Canada and Mexico becoming more frequent in the last two decades?
<answer>
Yes.

<question>
Are wildfires in Canada and Mexico becoming more frequent in the last two decades?
<answer>
Yes.

<question>
Are wildfires in Canada and Mexico becoming more frequent in the last two decades?
<answer>
Yes.

<question>
Are wildfires in Canada and Mexico becoming more frequent in the last two decades?
<answer>
Yes.

<question>",Refuted
349,Former FBI Director James Comey and former CIA Director John Brennan have been charged with multiple counts of treason.,Refuted,Refuted
350,The rate of abortions under Democratic presidential administrations has actually fallen more precipitously.,Supported,Conflicting Evidence/Cherrypicking
351,"Donald Trump tweeted that he was donating $500,000 each toward the expenses of the two Los Angeles County sheriff's deputies who were shot and critically injured on September 12, 2020.",Refuted,Refuted
352,Iran has stockpiled 10 times as much enriched uranium as it had in 2016.,Supported,Supported
353,The UK public won’t be able to claim compensation if unlicensed vaccines damage our health.,Refuted,Conflicting Evidence/Cherrypicking
354,"unemployment rate in the state of Edo, Nigeria reduced from 25% to 19% during Godwin Obaseki's tenure.",Refuted,Not Enough Evidence
355,"Ignat Shchetinin And Sammy Scott Piatt, charged with arson connected to Clackamas County, Oregon wildfires.",Supported,Refuted
356,Nigerian Government had placed a ban on alcohol in sachet and polythene.,Refuted,Refuted
357,Edo State in Nigeria has a 19% unemployment rate.,Supported,Supported
358,Antifa is recruiting people to dress as President Trump supporters and police to riot on Election Day 2020 in the United States,Supported,Refuted
359,"Netflix tweets that its content is ""mostly pedophilia-free"" in response to criticism over its streaming of ""Cuties""",Supported,Refuted
360,"These unlicensed vaccines will be administered by non-medical staff, such as your employer in the UK.",Supported,Conflicting Evidence/Cherrypicking
362,Netflix CEO Reed Hastings was arrested by the FBI on child porn charges.,Refuted,Refuted
363,Antifa Admit to Igniting Fires All Over The Country To Draw Attention To Climate Change,Refuted,Refuted
364,"Netflix CEO Reed Hastings was arrested by the FBI after being caught with 13,000 files of child pornography.",Refuted,Refuted
365,"The eligibility criteria for applying to take the exam for the Union Public Service Commission (UPSC) of India, differentiates depending on whether you are a Hindu or a Muslim.",Refuted,Refuted
366,Biden called law enforcement the enemy.,Refuted,Conflicting Evidence/Cherrypicking
367,Muslim candidates are allowed more attempts at the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam than others,Refuted,Refuted
368,Muslim candidates can qualify with lower marks than others in the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam,Supported,Refuted
369,CDC announces that ordinary (non-N95) masks (which most people are wearing) will do nothing to protect you against wildfire smoke because they do not catch small particles,Refuted,Supported
370,Government of India has imposed taxes on all school books,Refuted,Conflicting Evidence/Cherrypicking
371,The upper age-limit for Muslim candidates for the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam is relaxed to be higher than that of other applicants,Supported,Refuted
372,Greater number of Muslim aspirants are suddenly taking the UPCS (i.e. Union Public Service Commission for recruitment to higher Civil Services of the Government of India) exam,Refuted,Refuted
373,"the Indian Government set up 5 coaching centres for UPSC exams, 4 of which were in Muslim universities.",Refuted,Refuted
374,Police: Political Activists Didn’t Cause Oregon’s Wildfires,Supported,Supported
375,"Nigeria was the third most terrorised in the world in 2020, after Afghanistan and Iraq.",Supported,Not Enough Evidence
376,Clinical trials of a vaccine against COVID-19 were paused,"<question>
What was the first vaccine to be tested for COVID-19?
<answer>
The first vaccine to be tested for COVID-19 was the inactivated vaccine developed by Sinovac.

<question>
How many COVID-19 vaccines were in clinical trials in 2020?
<answer>
By the end of 2020, there were at least 150 Covid-19 vaccine candidates in clinical trials, according to a report by the World Health Organization

<question>
What was the first vaccine to be tested for COVID-19?
<answer>
The first vaccine to be tested for COVID-19 was the inactivated vaccine developed by Sinovac.

<question>
How many COVID-19 vaccines were in clinical",Supported
377,Western Wildfires Are evidence Of A Coordinated Antifa Campaign To 'Burn The Country Down,"<question>
What is the origin of the claim that Western wildfires are evidence Of A Coordinated Antifa Campaign To 'Burn The Country Down'
<answer>
The claim that wildfires in the United States are evidence of a coordinated campaign by Antifa to ""burn the country down"" is a conspiracy theory that has been debunked by multiple fact-checking organizations. The origins of this claim are unclear, but it is believed to have started on social media platforms such as Twitter and Facebook.

<question>
What is the origin of the wildfires in the United States?
<answer>
The origin of the wildfires in the United States is not attributed to Antifa or the Proud Boys. The fires are believed to be caused by lightning, drought",Refuted
378,Kasab was fed biriyani.,Refuted,Refuted
379,US Congress voted 49-46 to add the repeal of Section 230 — legislation which shields online platforms from liability for user-generated content — into the country’s annual defense bill in December 2020,Refuted,Refuted
380,"Democratic presidential nominee Joe Biden talk about how the Chevrolet Corvette is ""one of the best cars in the world"" while he was visiting a Ford plant.",Refuted,Refuted
381,Nita Ambani is to give Rs 200 crore for Kangana Ranaut’s new studio,Refuted,Refuted
382,US Democratic Vice Presidential nominee Kamala Harris tweeted that she ‘filed a complaint’ to remove a specific Instagram account.,Supported,Refuted
383,Asha Ranaut tweeted ‘you havent crushed my daughter’s office but Bal Thackeray’s soul.,Supported,Refuted
384,Brazil preserves its native forests better than any other country in the world,Refuted,Refuted
385,"$400,000 ... is more money than I’ve ever made” in a year",Supported,Refuted
386,The CDC has removed the “Covid-19 Pandemic” and replaced it with “Covid-19 Outbreak” on their website.,Refuted,Refuted
387,In England only 69.4% of COVID-19 contacts are now reached and asked to self-isolate.,Refuted,Supported
388,"Rhea Chakrabortys father Indrajit Chakraborty said ‘I Should Die, No Father Can Bear Injustice On His Daughter’.",Supported,Refuted
389,The cardinal and unforgivable sin of a French magazine Charlie Hebdo in insulting the holy face of the Prophet once again revealed the hatred and hostility of the political and cultural institutions of the Western world against Islam and the Muslim community.,Supported,Conflicting Evidence/Cherrypicking
390,"The NFL, NBA and MLB have Tax-Exempt status.",Refuted,Refuted
391,"Schools have resumed in New Brunswick, Canada despite the COVID-19 pandemic",Refuted,Supported
392,The sky has turned orange to blood red in several parts of the United States.,Refuted,Supported
393,80 million ballots for the US November 3 2020 election will be mailed to US voters who didn’t request them.,"<question>
What was the US Postal Service doing with mail-in ballots in July 2020?
<answer>
The US Postal Service was removing hundreds of mail-in ballot processing machines in an effort to streamline its operations.

<question>
How many mail-in ballots are being sent to US voters in the November 2020 election?
<answer>
The Postal Service is processing and delivering mail-in ballots in a timely manner, with some states receiving their ballots as early as mid-August.

<question>
How many mail-in ballots are being sent to US voters in the November 2020 election?
<answer>
The Postal Service is processing and delivering mail-in ballots in a timely manner, with some states receiving their ballots as early as",Refuted
394,"Under Trump's watch, auto assembly plants have been added at an unprecedented rate in Michigan, Ohio, North Carolina, South Carolina and possibly other states.",Refuted,Not Enough Evidence
395,"PGA star Bubba Watson wrote a post that says, ""I see signs all over saying black lives matter. I’m just trying to figure out which black lives matter.”",Refuted,Refuted
396,Photo of three officers at the Indian Police Service who belong to the same family.,Refuted,Refuted
397,Wearing a face mask can cause pleurisy.,Refuted,Refuted
398,The Indian government has launched an online health consultation scheme.,"<question>
What is the name of the online health consultation scheme launched by the Indian government?
<answer>
The Government of India has launched a digital health consultation scheme which is a telemedicine service, that is available to all citizens. The scheme is a part of the “Ayushman Bharat Yojana” and is available at the cost of Rs. 100 per consultation. The scheme is available for all the citizens of India. The scheme is available for all the citizens of India.
<question>
What is the name of the online health consultation scheme launched by the Indian government?
<answer>
The name of the online health consultation scheme launched by the Indian government is the National Health Portal (NHP).

label:",Supported
399,The Daily Trust news report about a UK judge ruling on how Nigerian Vice President Yemi Osinbajo detected the Process and Industrious Development Limited (P&ID) fraud against Nigeria is fake news.,Supported,Refuted
400,Math Mistake Caused U.S. Leaders To Panic And Order COVID Lockdowns,"<question>
What was the article about?
<answer>
The article discussed how the prediction of the spread of the coronavirus by the World Health Organization (WHO) was based on flawed mathematics and that this was the cause of the different predictions that it gave on february 28. The article also claimed that the WHO had mixed up the infection fatality rate of coronavirus with the case fatality rate and that this was the cause of the different predictions that it gave on february 28.

<question>
What was the number of deaths due to Covid-19 in the US in 2020?
<answer>
The total number of deaths due to Covid-19 in the US in 2020 was 342,000",Refuted
401,Video of a man blowing vape smoke through various face masks shows that they do not help prevent the spread of coronavirus.,Refuted,Refuted
402,Spraying of Naira notes is an offence punishable by imprisonment in Nigeria.,Supported,Supported
403,53 Johannes Ramokhoase street Pretoria is a human trafficking hotspot.,Refuted,Refuted
404,"Indian Railways has been completely privatized, and as a result, scores of people working in the Railways would lose their jobs.",Refuted,Conflicting Evidence/Cherrypicking
405,Tweet shows Maharashtra Navnirman Sena (MNS) president Raj Thackeray showing their support of Bollywood actress Kangana Ranaut.,Refuted,Refuted
406,"Willie Obiano, the Governor of Anambra State in Nigeria, procured over 100 SUVs as gifts for Anambra state traditional monarchs.",Supported,Supported
407,Donald Trump tweeted “THE NEXT 30 TO 60 DAYS WILL BE THE BIGGEST DRAINING OF THE SWAMP EVER”,Refuted,Refuted
408,Mark Zuckerberg Banned Richard Jewells Defence from raising money on Facebook.,Refuted,Refuted
409,Taiwan Shot down a Chinese SU-35 Jet.,Supported,Refuted
410,"Maharashtra Navnirman Sena (MNS) chief Raj Thackeray has come forward in support of Bollywood actress Kangana Ranaut and would welcome her back to Mumbai, India.",Refuted,Refuted
411,Mark Zuckerberg and Facebook declared Richard Jewell to be a Mass Murderer in 1996,Refuted,Refuted
412,Taiwan claimed to have brought down a Chinese Air Force Su-35 that allegedly violated its airspace over Taiwan Strait.,Refuted,Refuted
413,"Over the past 40 years, the Uyghur population in Xinjiang, in China, grew from 5.55 million to 12 million.",Supported,Not Enough Evidence
414,"Between 2010 and 2018, the Uighur population had the region’s highest birthrate, at about 12 newborns per 1,000 people in Xinjiang, China.",Supported,Refuted
415,"Raj Thackeray tweeted ""On 9 September, Hindu lioness Kangana Ranaut will be given a grand welcome in Maharashtra’s capital, Mumbai.""",Supported,Refuted
416,"US President Donald Trump plans to cut social security, resulting in social security becoming permanently depleted by the middle of calendar year 2023.",Supported,Refuted
417,"450,000 people attended the Sturgis Motorcycle Rally in South Dakota, and there were only 88 positive Covid-19 tests, so a .02% infection rate.",Refuted,Refuted
418,People are trying to lower the legal age of consent to four years old in the U.S.,Refuted,Refuted
419,"The U.S. Centers for Disease Control and Prevention fraudulently add deaths from poisoning, trauma, and unintentional injury to their tally of COVID-19 deaths.",Refuted,Refuted
420,"Sturgis Motorcycle Rally resulted in no more positive Covid results than the rest of the state, South Dakota, average stating 88 positive tests to Sturgis Rally, 0.02% infection rate of attendees.",Supported,Refuted
421,The CDC recommended wearing only certain beard styles to help prevent the spread of coronoavirus.,Refuted,Refuted
422,Viral message claims that all Haldiram’s food products were banned in USA,Supported,Refuted
423,Sen. Martha McSally “supported a plan to turn Medicare into a voucher program and ‘shift costs’ onto seniors” and “even supported raising the retirement age.,Refuted,Conflicting Evidence/Cherrypicking
424,Voters in North Carolina can send their Mail-in vote and then go to the polling place to vote again to check that their mail-in vote has been counted.,Refuted,Refuted
425,Fox News is unavailable in Canada because the Radio Act makes it a crime to lie to the public via airwaves.,Refuted,Refuted
426,"""Jihadists"" attacked a Temple in West Bengal and charred the Hindu deity Kali",Supported,Refuted
427,U.S. citizens should show up at polling places on Election Day and cast an in-person ballot if poll workers can’t confirm that their mail-in ballot was received.,Supported,Conflicting Evidence/Cherrypicking
428,More cops have died from COVID this year than have been killed on patrol.,Supported,Not Enough Evidence
429,A Pakistani website was hacked by an Indian cyber group to wish Pawan Kalyan a Happy Birthday.,Refuted,Supported
430,"US President Trump opened a complaint platform to report censorship on Facebook, Twitter and YouTube.",Supported,Supported
431,"US President Trump issued an executive order for the White House to take over all electrical grids, which will include internet servers, broadcasting systems and electronic systems",Refuted,Refuted
432,"US President Trump canceled the Democrats’ HR6666 bill, known as the COVID-19 TRACE Act.",Refuted,Refuted
433,US President Trump canceled Bill Gates’ project known as ID2020,Supported,Refuted
434,US President Trump issued an executive order to reopen states in lockdown during COVID-19 pandemic; governors who refuse will be sued,Refuted,Refuted
436,The US military will check purity and distribute COVID-19 vaccines in US.,Refuted,Refuted
437,"A 21 year old can have sex with an 11-year-old, and not be listed on the sex registry as a sex offender",Refuted,Refuted
438,"In Massachusetts, ""anybody can go vote for anybody so long as they have their information. … They're not even checking IDs at the polling stations.""",Refuted,Refuted
439,Economic damage caused by the pandemic shows United States GDP (gross domestic product) falling by 33 percent compared to India's 23.9 percent drop.,Refuted,Refuted
440,"In Belfast, the digital sector employs 26 per cent of the workforce.",Supported,Refuted
441,Hooligans from the Muslim community were behind the desecration of Goddess Kali Idol in a Bengal Temple in West Bengal's Murshidabad district by burning it.,Refuted,Refuted
443,It's NOT a SECOND WAVE of COVID-19 coming soon. It's the NORMAL COLD / FLU SEASON,Supported,Refuted
444,The World Health Organization (WHO) says there is no proof that face masks protect against Covid-19.,Refuted,Refuted
445,Masks lower immune systems.,Supported,Refuted
446,"US President Trump made vaccines voluntary, not mandatory, in the US.","<question>
Did Donald Trump make vaccines mandatory in the US?
<answer>
No, there was no such announcement.

<question>
Did Donald Trump make vaccines voluntary, not mandatory, in the US?
<answer>
Yes

<question>
Did Donald Trump make vaccines mandatory in the US?
<answer>
No, there was no such announcement.

label:",Refuted
447,A virus can easily pass through a mask.,Supported,Refuted
448,"Kyle Rittenhouse failed to appear at his court hearing in Lake County, Illinois, on 28th August 2020 and was given an extra month to comply.",Supported,Conflicting Evidence/Cherrypicking
449,Some US mayors are fining people for going to church during the COVID-19 pandemic.,Refuted,Supported
450,US President Trump declared places of worship as essential services during COVID-19 pandemic.,Refuted,Supported
451,PEDOPHILIA is now LEGAL in CALIFORNIA,Refuted,Refuted
452,"Republican Maine Sen. Susan Collins said of President Donald Trump, “Yes, I said that I wouldn’t endorse him but that doesn’t mean I don’t fully support him.”",Supported,Refuted
453,US President Trump instructed his administration to halt funding of the World Health Organization while a review was conducted to assess the World Health Organization’s role regarding the spread of coronavirus.,Supported,Supported
454,Face masks cause hypoxia.,Refuted,Conflicting Evidence/Cherrypicking
455,US Cable news channel Fox News is unavailable in Canada due to media legislation.,"<question>
Is Fox News available in Canada?
<answer>
Fox News is not available in Canada.
<question>
Is Fox News available in Canada?
<answer>
Yes, Fox News is available in Canada.
<question>
Is Fox News available in Canada?
<answer>
Fox News is not available in Canada, as it is not licensed to broadcast in the country.

label:",Refuted
456,idol of goddess Kali was burnt in West bengals Murshidabad by the muslim community.,Refuted,Refuted
457,The Radio Act in Canada makes it a crime to lie to the public via airwaves.,Refuted,Conflicting Evidence/Cherrypicking
458,The South African Police Service kills three times more people per capita than the United States police force,Refuted,Not Enough Evidence
459,"In 2018, South African police service officers were accused of 217 cases of torture and 3,661 cases of assault.",Supported,Supported
460,"Since 2002, South Africa’s police force has grown by 50%.",Supported,Refuted
462,US cable news channel Fox News is not available in Canada due to media legislation in the country.,Refuted,Refuted
463,"558 people were killed by the police in 2018, while 201 people died in police custody",Refuted,Supported
464,The number of North American bison has been reduced to only twenty-seven individuals due to colonizers.,Refuted,Refuted
465,Jacob Blake raped a 14 year old teenage girl.,Refuted,Refuted
